,Income,Outcome,Balance,is_holiday,is_workday,first_workday,last_workday,usd,eur,ruonia,vol_ruonia,lag_1,lag_in1,lag_out1,lag_2,lag_in2,lag_out2,lag_3,lag_in3,lag_out3,lag_5,lag_in5,lag_out5,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,diff_1,day_of_month,is_month_start,is_month_end,is_month_start_lag,is_month_end_lag,rate_russ,real_inflation,target_inflation,real_target_diff,rate_usa,tax_may,tax_day,tax_new2,tax_new,plus_new,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_2,quarter_3,quarter_4,year_2018,year_2019,year_2020,year_2021,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,is_holiday_balance
2017-02-02,0.9822268561291105,0.8989108102198515,0.08331604590925908,False,True,False,False,60.3099,65.0322,10.13,145.15,0.09330864428340203,0.9535028694125403,0.8601942251291382,-0.02699994416937068,1.2604019846416386,1.2874019288241763,-0.1547027394449702,1.3037324465467592,1.461530955066114,-0.19848347820723888,1.196395889745701,1.395696227360433,-0.11684401666659183,0.11102619940115808,-0.19848347820723888,0.09330864428340203,-0.09390943883848893,0.09417421215830317,-0.19848347820723888,0.09330864428340203,-0.009992598374142958,2,0,0,1.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2017-02-03,0.9875557893465012,0.9807645904058155,0.006791198935418914,False,True,False,False,59.9858,64.7307,9.96,108.15,0.08331604590925908,0.9822268561291105,0.8989108102198515,0.09330864428340203,0.9535028694125403,0.8601942251291382,-0.02699994416937068,1.2604019846416386,1.2874019288241763,-0.19848347820723888,1.196395889745701,1.395696227360433,-0.08578977543477091,0.13352769722706662,-0.19848347820723888,0.09330864428340203,-0.08757324258068422,0.1031449358615644,-0.19848347820723888,0.09330864428340203,-0.07652484697384015,3,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
2017-02-04,0.9875557893465012,0.9807645904058155,0.006791198935418914,False,False,False,False,59.3137,63.8156,9.96,108.15,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.08331604590925908,0.9822268561291105,0.8989108102198515,0.09330864428340203,0.9535028694125403,0.8601942251291382,-0.1547027394449702,1.3037324465467592,1.461530955066114,-0.056464821557248364,0.12703645886903994,-0.19848347820723888,0.09330864428340203,-0.07895242615377605,0.10578515606193804,-0.19848347820723888,0.09330864428340203,0.0,4,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006791198935418914
2017-02-05,0.9875557893465012,0.9807645904058155,0.006791198935418914,False,False,False,False,59.3137,63.8156,9.96,108.15,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.08331604590925908,0.9822268561291105,0.8989108102198515,-0.02699994416937068,1.2604019846416386,1.2874019288241763,-0.027139867679725822,0.11153618706080756,-0.19848347820723888,0.09330864428340203,-0.07033160972686789,0.10761993369634772,-0.19848347820723888,0.09330864428340203,0.0,5,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006791198935418914
2017-02-06,0.9111923489453346,0.9434745893533297,-0.03228224040799516,False,True,False,False,59.3137,63.8156,9.77,121.98,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.09330864428340203,0.9535028694125403,0.8601942251291382,0.002185086197796717,0.08207206195166361,-0.1547027394449702,0.09330864428340203,-0.06171079329995971,0.10869006601874576,-0.19848347820723888,0.09330864428340203,-0.039073439343414076,6,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0
2017-02-07,0.9119310502594479,0.9532203415877984,-0.0412892913283506,False,True,False,False,58.7121,63.1566,9.9,86.47,-0.03228224040799516,0.9111923489453346,0.9434745893533297,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.08331604590925908,0.9822268561291105,0.8989108102198515,0.01967372891736458,0.04974632066329545,-0.03228224040799516,0.09330864428340203,-0.056206237314540906,0.10804152280658862,-0.19848347820723888,0.09330864428340203,-0.00900705092035544,7,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0
2017-02-08,1.1024221678878618,0.9054784032195878,0.19694376466827418,False,True,False,False,59.1933,63.2362,10.24,90.67,-0.0412892913283506,0.9119310502594479,0.9532203415877984,-0.03228224040799516,0.9111923489453346,0.9434745893533297,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.017632393608938878,0.05221281331626457,-0.0412892913283506,0.09330864428340203,-0.06439661271602419,0.10161784945795461,-0.19848347820723888,0.09330864428340203,0.23823305599662478,8,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2017-02-09,1.5010317916895224,1.0717165026728905,0.4346808287785116,False,True,False,False,59.5129,63.4467,10.25,95.94,0.19694376466827418,1.1024221678878618,0.9054784032195878,-0.0412892913283506,0.9119310502594479,0.9532203415877984,-0.03228224040799516,0.9111923489453346,0.9434745893533297,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.032437410806777756,0.0829140321676925,-0.0412892913283506,0.19694376466827418,-0.042203302929907045,0.12191000090303993,-0.19848347820723888,0.19694376466827418,0.23773706411023743,9,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2017-02-10,1.147702380212817,0.9641494958447594,0.18355288435489064,False,True,False,False,59.0235,63.0253,10.3,90.29,0.4346808287785116,1.5010317916895224,1.0717165026728905,0.19694376466827418,1.1024221678878618,0.9054784032195878,-0.0412892913283506,0.9119310502594479,0.9532203415877984,0.006791198935418914,0.9875557893465012,0.9807645904058155,0.08263237978809955,0.1745579215218984,-0.0412892913283506,0.4346808287785116,-0.0015786978233356913,0.17300105861204768,-0.19848347820723888,0.4346808287785116,-0.25112794442362096,10,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
2017-02-11,1.147702380212817,0.9641494958447594,0.18355288435489064,False,False,False,False,58.8457,62.6824,10.3,90.29,0.18355288435489064,1.147702380212817,0.9641494958447594,0.4346808287785116,1.5010317916895224,1.0717165026728905,0.19694376466827418,1.1024221678878618,0.9054784032195878,-0.03228224040799516,0.9111923489453346,0.9434745893533297,0.10788404913373838,0.1745433774605269,-0.0412892913283506,0.4346808287785116,0.02570961378824499,0.16965096397848708,-0.19848347820723888,0.4346808287785116,0.0,11,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18355288435489064
2017-02-12,1.147702380212817,0.9641494958447594,0.18355288435489064,False,False,False,False,58.8457,62.6824,10.3,90.29,0.18355288435489064,1.147702380212817,0.9641494958447594,0.18355288435489064,1.147702380212817,0.9641494958447594,0.4346808287785116,1.5010317916895224,1.0717165026728905,-0.0412892913283506,0.9119310502594479,0.9532203415877984,0.1331357184793772,0.17021301571916855,-0.0412892913283506,0.4346808287785116,0.052997925399825674,0.16133712262524624,-0.19848347820723888,0.4346808287785116,0.0,12,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18355288435489064
2017-02-13,1.1024737343208666,1.29294362217197,-0.19046988785110308,False,True,False,False,58.8457,62.6824,10.21,57.18,0.18355288435489064,1.147702380212817,0.9641494958447594,0.18355288435489064,1.147702380212817,0.9641494958447594,0.18355288435489064,1.147702380212817,0.9641494958447594,0.19694376466827418,1.1024221678878618,0.9054784032195878,0.158387387825016,0.1612194413856564,-0.0412892913283506,0.4346808287785116,0.08028623701140636,0.1472209868034466,-0.1547027394449702,0.4346808287785116,-0.3740227722059937,13,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0
2017-02-14,0.982352785046438,1.0685305557955502,-0.08617777074911219,False,True,False,False,58.0619,61.7662,10.18,80.45,-0.19046988785110308,1.1024737343208666,1.29294362217197,0.18355288435489064,1.147702380212817,0.9641494958447594,0.18355288435489064,1.147702380212817,0.9641494958447594,0.4346808287785116,1.5010317916895224,1.0717165026728905,0.1357891524760006,0.19904856177142685,-0.19046988785110308,0.4346808287785116,0.07773144069668259,0.15185011049249014,-0.19046988785110308,0.4346808287785116,0.10429211710199089,14,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0
2017-02-15,1.0797501307895907,1.0455795814722522,0.034170549317338435,False,True,False,False,57.7388,61.2955,10.45,102.45,-0.08617777074911219,0.982352785046438,1.0685305557955502,-0.19046988785110308,1.1024737343208666,1.29294362217197,0.18355288435489064,1.147702380212817,0.9641494958447594,0.18355288435489064,1.147702380212817,0.9641494958447594,0.1293765125587489,0.20629536501116358,-0.19046988785110308,0.4346808287785116,0.0735044530838439,0.1557629736333808,-0.19046988785110308,0.4346808287785116,0.12034832006645063,15,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2017-02-16,1.1274411676292124,0.8573460728820845,0.270095094760295,False,True,False,False,56.7719,60.0249,10.39,67.3,0.034170549317338435,1.0797501307895907,1.0455795814722522,-0.08617777074911219,0.982352785046438,1.0685305557955502,-0.19046988785110308,1.1024737343208666,1.29294362217197,0.18355288435489064,1.147702380212817,0.9641494958447594,0.10612319608004382,0.2065835144031005,-0.19046988785110308,0.4346808287785116,0.06928030344341078,0.15598631430361246,-0.19046988785110308,0.4346808287785116,0.23592454544295655,16,0,0,0.0,0.0,10.0,4.6,4.0,-0.5999999999999996,1.25,0,0,0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
